File	Strand_Type	MAPQ_Filter	Detection_Level	Overall_fallback_Fwd	Overall_fallback_Rev	Overall_fallback_Fwd_Ratio	Overall_fallback_Rev_Ratio	Overall_fallback_Rel_Diff
/mnt/yusim/dalang/projects/resolveS/data/Signal_2022/raw/SRR9844293_1.fastq.gz	fr-unstranded	MAPQ-20	3of3	26	21	0.553191489361702	0.446808510638298	0.212765957446809
